# PA-G-series-02.dat 1500 values t  z(t) 
 78.052  0.0853454   
 78.1187  0.0905828   
 78.1855  0.151177   
 78.2522  0.197216   
 78.3189  0.175273   
 78.3856  0.099262   
 78.4523  0.037617   
 78.519  0.0488759   
 78.5857  0.126409   
 78.6524  0.204423   
 78.7191  0.219588   
 78.7859  0.170194   
 78.8526  0.117073   
 78.9193  0.125455   
 78.986  0.202632   
 79.0527  0.290254   
 79.1194  0.318579   
 79.1861  0.271534   
 79.2528  0.201286   
 79.3195  0.1786   
 79.3863  0.225823   
 79.453  0.295719   
 79.5197  0.316106   
 79.5864  0.258206   
 79.6531  0.164229   
 79.7198  0.108157   
 79.7865  0.126673   
 79.8532  0.185357   
 79.9199  0.211965   
 79.9867  0.165383   
 80.0534  0.0751768   
 80.1201  0.0143966   
 80.1868  0.0312582   
 80.2535  0.104091   
 80.3202  0.162025   
 80.3869  0.151894   
 80.4536  0.0882526   
 80.5203  0.0393499   
 80.5871  0.0622973   
 80.6538  0.148599   
 80.7205  0.231445   
 80.7872  0.247926   
 80.8539  0.197536   
 80.9206  0.141832   
 80.9873  0.145618   
 81.054  0.215155   
 81.1207  0.291704   
 81.1875  0.30653   
 81.2542  0.245496   
 81.3209  0.162362   
 81.3876  0.128229   
 81.4543  0.164818   
 81.521  0.224471   
 81.5877  0.235727   
 81.6544  0.171445   
 81.7211  0.0752043   
 81.7879  0.0210279   
 81.8546  0.0443881   
 81.9213  0.109505   
 81.988  0.14375   
 82.0547  0.106664   
 82.1214  0.0284913   
 82.1881 -0.0181523   
 82.2548  0.0132509   
 82.3215  0.099074   
 82.3883  0.167474   
 82.455  0.165634   
 82.5217  0.108927   
 82.5884  0.065672   
 82.6551  0.0919004   
 82.7218  0.177683   
 82.7885  0.255691   
 82.8552  0.26395   
 82.9219  0.203645   
 82.9887  0.137499   
 83.0554  0.130271   
 83.1221  0.187515   
 83.1888  0.250363   
 83.2555  0.251242   
 83.3222  0.177979   
 83.3889  0.0858189   
 83.4556  0.0459824   
 83.5223  0.0792591   
 83.5891  0.137213   
 83.6558  0.148687   
 83.7225  0.0877103   
 83.7892 -0.00128249   
 83.8559 -0.0447329   
 83.9226 -0.00884595   
 83.9893  0.0688591   
 84.056  0.115074   
 84.1227  0.0897898   
 84.1895  0.0238   
 84.2562 -0.0107449   
 84.3229  0.0310645   
 84.3896  0.123865   
 84.4563  0.195171   
 84.523  0.192919   
 84.5897  0.13374   
 84.6564  0.0864871   
 84.7231  0.106584   
 84.7899  0.183153   
 84.8566  0.248816   
 84.9233  0.242935   
 84.99  0.168692   
 85.0567  0.0901595   
 85.1234  0.07213   
 85.1901  0.119443   
 85.2568  0.172993   
 85.3235  0.166168   
 85.3903  0.0884451   
 85.457 -0.00386241   
 85.5237 -0.0398917   
 85.5904 -0.000276942   
 85.6571  0.065288   
 85.7238  0.0854989   
 85.7905  0.0351241   
 85.8572 -0.0409314   
 85.9239 -0.0698894   
 85.9907 -0.0198354   
 86.0574  0.0698999   
 86.1241  0.125381   
 86.1908  0.107201   
 86.2575  0.0469327   
 86.3242  0.0165693   
 86.3909  0.0598036   
 86.4576  0.150003   
 86.5243  0.214555   
 86.5911  0.20266   
 86.6578  0.132674   
 86.7245  0.0743876   
 86.7912  0.0829617   
 86.8579  0.146852   
 86.9246  0.198824   
 86.9913  0.17967   
 87.058  0.0945225   
 87.1247  0.00862555   
 87.1915 -0.0134695   
 87.2582  0.0320129   
 87.3249  0.085338   
 87.3916  0.0804103   
 87.4583  0.00786808   
 87.525 -0.0754178   
 87.5917 -0.0994344   
 87.6584 -0.0466655   
 87.7252  0.0316046   
 87.7919  0.0636856   
 87.8586  0.0249341   
 87.9253 -0.0393416   
 87.992 -0.0571072   
 88.0587  0.00183016   
 88.1254  0.0966117   
 88.1921  0.153057   
 88.2588  0.132797   
 88.3256  0.0686447   
 88.3923  0.032906   
 88.459  0.0685318   
 88.5257  0.148092   
 88.5924  0.199281   
 88.6591  0.172918   
 88.7258  0.089327   
 88.7925  0.0193555   
 88.8592  0.0179184   
 88.926  0.0727296   
 88.9927  0.116539   
 89.0594  0.0913025   
 89.1261  0.00373278   
 89.1928 -0.0802064   
 89.2595 -0.0967044   
 89.3262 -0.0435446   
 89.3929  0.0184405   
 89.4596  0.0232391   
 89.5264 -0.0377474   
 89.5931 -0.107434   
 89.6598 -0.116916   
 89.7265 -0.0506587   
 89.7932  0.0384607   
 89.8599  0.0784846   
 89.9266  0.0455665   
 89.9933 -0.0142994   
 90.06 -0.0294683   
 90.1268  0.0289618   
 90.1935  0.119098   
 90.2602  0.167035   
 90.3269  0.135937   
 90.3936  0.0602992   
 90.4603  0.0131038   
 90.527  0.0368583   
 90.5937  0.103563   
 90.6604  0.141354   
 90.7272  0.102688   
 90.7939  0.00974036   
 90.8606 -0.0658245   
 90.9273 -0.0696672   
 90.994 -0.0152009   
 91.0607  0.0298828   
 91.1274  0.00824014   
 91.1941 -0.0723341   
 91.2608 -0.14566   
 91.3276 -0.14913   
 91.3943 -0.0824672   
 91.461 -0.00788123   
 91.5277  0.00851942   
 91.5944 -0.0411936   
 91.6611 -0.0997254   
 91.7278 -0.0991733   
 91.7945 -0.0257632   
 91.8612  0.0663798   
 91.928  0.105453   
 91.9947  0.0688711   
 92.0614  0.00378518   
 92.1281 -0.0180793   
 92.1948  0.0313559   
 92.2615  0.109611   
 92.3282  0.143451   
 92.3949  0.0978728   
 92.4616  0.00922677   
 92.5284 -0.0487728   
 92.5951 -0.0341083   
 92.6618  0.0245164   
 92.7285  0.0554601   
 92.7952  0.0124965   
 92.8619 -0.0807658   
 92.9286 -0.15233   
 92.9953 -0.148942   
 93.062 -0.0856285   
 93.1288 -0.0309728   
 93.1955 -0.0420252   
 93.2622 -0.110268   
 93.3289 -0.169599   
 93.3956 -0.158808   
 93.4623 -0.0796217   
 93.529  0.00444605   
 93.5957  0.0273699   
 93.6624 -0.0178457   
 93.7292 -0.0733668   
 93.7959 -0.0718986   
 93.8626 -0.000962671   
 93.9293  0.0845765   
 93.996  0.113588   
 94.0627  0.0652208   
 94.1294 -0.0118158   
 94.1961 -0.0453935   
 94.2628 -0.00801007   
 94.3296  0.0574392   
 94.3963  0.0784584   
 94.463  0.0218239   
 94.5297 -0.0744448   
 94.5964 -0.1362   
 94.6631 -0.12229   
 94.7298 -0.0625371   
 94.7965 -0.0288107   
 94.8632 -0.0664979   
 94.93 -0.151054   
 94.9967 -0.210634   
 95.0634 -0.193494   
 95.1301 -0.116605   
 95.1968 -0.0496612   
 95.2635 -0.0495395   
 95.3302 -0.107032   
 95.3969 -0.156055   
 95.4636 -0.136626   
 95.5304 -0.0521835   
 95.5971  0.0328426   
 95.6638  0.0529693   
 95.7305  0.00261358   
 95.7972 -0.0593765   
 95.8639 -0.0658499   
 95.9306 -0.00517416   
 95.9973  0.0674631   
 96.064  0.0819484   
 96.1308  0.0193993   
 96.1975 -0.0698081   
 96.2642 -0.113155   
 96.3309 -0.0838224   
 96.3976 -0.0253133   
 96.4643 -0.00966016   
 96.531 -0.0686785   
 96.5977 -0.163136   
 96.6644 -0.218959   
 96.7312 -0.196366   
 96.7979 -0.126778   
 96.8646 -0.0827101   
 96.9313 -0.109084   
 96.998 -0.180736   
 97.0647 -0.226211   
 97.1314 -0.195399   
 97.1981 -0.107206   
 97.2648 -0.032298   
 97.3316 -0.0271395   
 97.3983 -0.0815213   
 97.465 -0.129007   
 97.5317 -0.11041   
 97.5984 -0.0303997   
 97.6651  0.046199   
 97.7318  0.0549462   
 97.7985 -0.00788773   
 97.8652 -0.0820833   
 97.932 -0.100361   
 97.9987 -0.0517395   
 98.0654  0.00837956   
 98.1321  0.0109028   
 98.1988 -0.0612076   
 98.2655 -0.156162   
 98.3322 -0.201403   
 98.3989 -0.171206   
 98.4656 -0.110125   
 98.5324 -0.090191   
 98.5991 -0.142296   
 98.6658 -0.226484   
 98.7325 -0.269209   
 98.7992 -0.232444   
 98.8659 -0.149473   
 98.9326 -0.0936214   
 98.9993 -0.109402   
 99.066 -0.171001   
 99.1328 -0.207233   
 99.1995 -0.169387   
 99.2662 -0.0779604   
 99.3329 -0.00415198   
 99.3996 -0.00353334   
 99.4663 -0.0644061   
 99.533 -0.11951   
 99.5997 -0.110008   
 99.6664 -0.0413706   
 99.7332  0.0215559   
 99.7999  0.015664   
 99.8666 -0.0607538   
 99.9333 -0.146069   
 100 -0.172951   

